	restaurantName	address	city	postalCode	country	region	priceRange	cuisineType	facilitiesServices	creditCards	phoneNumber	website	latitude	logitude	description_filtered
1667	Dal Pescatore	località Runate 15	Runate	46013	ITA	Lombardy	€€€€	Italian Contemporary	Air conditioning, Car park, Garden or park, Interesting wine list, Restaurant offering vegetarian menus, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0376 723001	http://www.dalpescatore.com	45.1712728	10.3565788	held three michelin star sinc 1996 italian record restaur situat villag runat lie cremona mantova dozen inhabit close celebr half centuri busi dal pescator run extraordinari coupl transform old famili inn templ eleg hospit antonio santini overse front hous wife nadia helm kitchen aid son giovanni alberto set boast eleg mix old new space light colour combin creat enchant ambienc enjoy memor dish evolv decad improv year year without ever succumb modern trend focu alway flavour joy good food dal pescator boast fairy-tal set occupi delight countri hous parco dell ’ oglio
1668	Daniela	piazza Matteotti 7	San Casciano dei Bagni	53040	ITA	Tuscany	€€	Tuscan	Air conditioning, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0578 58234	https://www.settequerce.it/	42.871054	11.875456	littl 100m sett querc hotel situat opposit love viewpoint restaur hous castl ’ old stabl vault ceil old stone creat charm ambienc excel local cuisin definit appeal palat
1669	El Molin	via Muratori 2	Cavalese	38033	ITA	Trentino-South Tyrol	€€€€	Alpine, Creative	Interesting wine list	Amex, Mastercard, Visa	+39 0462 340074	https://www.alessandrogilmozzi.it	46.292019	11.4594756	sound creak old wooden floor welcom old 17c mill owner-chef gilmozzi act culinari alpin guid singl tast menu guest also option slightli shorter menu showcas love passion mountain smoke produc incred use nativ herb bark lichen resin featur alongsid uniqu chees intens flavour wild game freshwat fish chef ’ creativ care research guid choic cook method cuisin true artist
1670	Già Sotto l'Arco	corso Vittorio Emanuele 71	Carovigno	72012	ITA	Apulia	€€€€	Italian, Creative	Air conditioning, Interesting wine list	Amex, Mastercard, Visa	+39 0831 996286	https://www.giasottolarco.it/	40.7071485	17.6590721	histor name among puglia ’ michelin-star restaur refin properti equal histor set first floor baroqu palazzo eleg piazza fine staircas lead simpl yet stylish dine room typic puglian feel skil run father daughter team occasion assist son medic studi allow delici meat fish dish featur menu prepar chef use region ingredi alongsid produc afield weav togeth style cuisin creativ italian excel choic wine thank owner ’ passion involv wine oliv oil product past year ’ also intrigu select spirit
1671	Il Labirinto	via Corsica 224	Brescia	25125	ITA	Lombardy	€€	Mediterranean Cuisine	Air conditioning, Car park, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 030 354 1607	http://www.ristoranteillabirinto.it	45.5230057	10.1959907	situat outskirt brescia long-establish restaur eleg retro atmospher cuisin vari balanc fish meat dish well excel home-mad salumi
1672	L'Osteria del Castellazzo	via Borgo Castellazzo 40	Salsomaggiore Terme	43039	ITA	Emilia-Romagna	€€	Country cooking	Air conditioning, Terrace	Mastercard, Visa	+39 0524 578218	https://www.instagram.com/osteriadelcastellazzo/	44.815369	9.9787597	determin enthusiast young owner restaur graduat literatur degre give passion food swap pen ladl creat delici local special brais veal cheek alongsid dish pïacenza mantua pisarei type gnocchi sbrisolona cake
1673	La Porta Restaurant	piazza Vieira de Mello 4	Bologna	40128	ITA	Emilia-Romagna	€€€	Creative	Air conditioning, Car park, Restaurant offering vegetarian menus, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 051 415 9491	https://www.laportadibologna.it/	44.5114605	11.3572839	hous futurist build la porta restaur multi purpos establish offer bar aperitif highli modern cigar room well well stock wine cellar offer best wine itali elsewher cuisin creativ particular focu fish recip lighter option avail café 7 30am 7pm
1674	La Terrazza	via Collegio 33	Asolo	31011	ITA	Veneto	€€	Modern Cuisine	Air conditioning, Car park, Terrace	Amex, Mastercard, Visa	+39 0423 951332	https://albergoalsoleasolo.com/	45.8030132	11.9139009	aptli name terrazza delight open air restaur overlook asolo ’ histor centr eleg fashion ambienc enjoy innov delicaci nonetheless make full use best local tradit produc ideal romant dinner
1675	La Veranda del Color	via Santa Cristina 5	Bardolino	37011	ITA	Veneto	€€€	Mediterranean Cuisine, Modern Cuisine	Air conditioning, Car park, Garden or park, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 045 621 0857	https://www.laverandadelcolor.it/it	45.5430437	10.7252429	aptli name restaur color hotel short distanc lake garda boast modern colour decor cuisin worthi name dish inspir mediterranean tradit showcas number differ tast menu
1676	Loewengrube	piazza della Dogana 3	Bolzano	39100	ITA	Trentino-South Tyrol	€€	Modern Cuisine, Italian	Air conditioning, Interesting wine list, Terrace	Amex, Visa	+39 0471 970032	http://www.loewengrube.it	46.5002845	11.3608536	build home restaur sinc 16c make one oldest bolzano today hous eleg restaur serv balanc combin tradit local dish mediterranean option latter includ fish-bas recip octopu fish soup attract wine cellar boast select approxim 1 000 wine region elsewher itali well choic label afield
1677	Lou Ressignon	via des Mines 22	Cogne	11012	ITA	Aosta Valley	€€	Cuisine from the Aosta Valley, Classic Cuisine	Car park	Amex, Mastercard, Visa	+39 0165 74034	https://www.louressignon.it	45.6077032	7.3593237	pleasant famili trattoria busi sinc 1966 restaur serv simpl authent cuisin showcas product aosta valley well excel meat come outsid itali addit first-floor dine room ’ also histor taverna four welcom guestroom avail anyon wish extend stay
1678	Perbacco - Vini e Cucina	via Umberto I 14	Cannara	6033	ITA	Umbria	€	Umbrian		Mastercard, Visa	+39 0742 720492		42.9952602	12.5831366	restaur began life wine bar transform establish enjoy genuin local cuisin onion reign suprem eateri two cosi room fresco wall
1679	Pescarino-Sapori di Terra e di Mare	via Borea 52	Montemarcello	19031	ITA	Liguria	€€	Contemporary, Ligurian	Air conditioning, Car park, Terrace	Mastercard, Visa	+39 366 122 3749	https://www.lefigarole.it/	44.0523468	9.9521972	warm welcom restaur wooden ceil wall serv simpl dish well creativ elabor fare focu showcas top-qual ingredi use especi fish seafood dish influenc liguria well elsewher itali given seclud locat guestroom offer good option
1680	Retrobottega	via della Stelletta 4	Rome	186	ITA	Lazio	€€€	Italian Contemporary	Air conditioning, Restaurant offering vegetarian menus	Amex, Mastercard, Visa	+39 06 6813 6310	https://www.retro-bottega.com	41.9016565	12.4753274	minimalist decor clean line characteris restaur decor dark tone two owner-chef work variou michelin-star restaur other year modern cuisin showcas season ingredi region yet refin dish
1681	Saffron	piazza Sant'Agostino 16	Arezzo	52100	ITA	Tuscany	€€	Seafood	Air conditioning, Terrace	Amex, Mastercard	+39 0575 182 4560		43.4625448	11.8810875	like fish find arezzo place saffron serv rang tradit imagin raw fish dish inspir differ tradit mediterranean japan alongsid cook fish option occasion japanes special tempura japanes spaghetti ravioli
1682	Trattoria Porteri	via Trento 52/d	Brescia	25128	ITA	Lombardy	€€	Lombardian, Regional Cuisine	Air conditioning, Wheelchair access	Amex, Mastercard, Visa	+39 030 380947	https://www.trattoriaporteri.it/	45.5536988	10.2245503	long-establish famili restaur date back 150 year old town borgo trento situat although surround modern citi much older histori run delicatessen mani year product use restaur porteri famili also charg trattoria decad renown tradit brescia cuisin restaur serv special polenta chees meat dish inspir local recip cuisin made top-qual ingredi sourc small-scal produc region
1683	Antica Osteria da Penacio	via Soghe 62	Arcugnano	36057	ITA	Veneto	€	Venetian, Seasonal Cuisine	Air conditioning, Car park, Terrace	Amex, Mastercard, Visa	+39 0444 273540	https://www.penacio.it/	45.4507347	11.5324236	famili run restaur villa edg wood insid two refin dine room small well stock wine bar tradit cuisin
1684	Antinè	via Torino 16	Barbaresco	12050	ITA	Piedmont	€€	Piedmontese	Air conditioning, Interesting wine list	Amex, Mastercard, Visa	+39 0173 635294	https://antine.it/	44.725571	8.080728	manuel bouchard ’ cuisin impress inspector thank strike featur minimalist approach use well-chosen ingredi tradit recip plin pasta fassona beef featur menu alongsid altern imagin dish includ fresh- saltwat fish eleg restaur locat first floor build old town stone ’ throw mediev tower warm welcom excel wine list complet pictur
1685	Aqua Crua	piazza Calcalusso 11/a	Barbarano Vicentino	36048	ITA	Veneto	€€€€	Creative, Contemporary	Air conditioning, Car park, Wheelchair access	Amex, Mastercard, Visa	+39 0444 776096	https://www.aquacrua.it	45.42242	11.55369	welcom wonder world chef giuliano baldessari creativ chef enjoy introduc guest gastronom world two dine option tast menu showcas chef ’ creativ precis techniqu full cours refer “ provocazioni ” focu use ingredi per dish second option à la cart featur dish demonstr gener classic flavour 1980 – exampl main ingredi dish often serv array small bowl contain accompani ingredi servic also classic feel involv addit tabl linen period-styl glass plate even chair option cours creat chef intent guid guest amus culinari playground boredom banal complet banish ’ coincid background music accompani pleasant play colour effect
1686	Cascina Lautier	strada Baldissero 121	Chieri	10023	ITA	Piedmont	€€	Country cooking, Modern Cuisine	Air conditioning, Car park, Garden or park, Terrace, Wheelchair access	Mastercard, Visa	+39 339 721 4259	https://www.cascinalautier.it/it/	45.0261605	7.8269632	situat outsid town top small hill eleg restaur serv modern countri cuisin person interpret
1687	Castagneto	via Vignola 14	Montrigiasco	28041	ITA	Piedmont	€	Piedmontese	Air conditioning, Car park, Garden or park, Great view, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 0322 57201	https://www.ristorantecastagneto.com/	45.7723788	8.5095252	first hill lake maggior rustic particularli panoram build insid awarm relax tradit atmospher restaur busi sinc 1969 cuisin rang across entir peninsula even remain predominantli local region
1688	Feel Como	via Diaz 54	Como	22100	ITA	Lombardy	€€€	Modern Cuisine	Air conditioning, Restaurant offering vegetarian menus	Amex, Mastercard, Visa	+39 334 726 4545	https://www.feelcomo.com/	45.8096946	9.0809621	wild region produc game freshwat fish take pride place menu eleg restaur celebr natur glori despit town-centr locat dish prepar chef federico beretta contemporari feel tast menu dedic wild ingredi forag wood
1689	Il Carpaccio	contrada Cocozzello 197/d	Acri	87041	ITA	Calabria	€	Calabrian, Traditional Cuisine	Air conditioning, Car park, Interesting wine list, Terrace	Mastercard, Visa	+39 0984 949205		39.4807559	16.2928963	tradit famili restaur recent renov includ attract veranda style dine room overlook valley typic dish calabria fish special prior arrang good wine list add appeal
1690	Il Focarile	via Pontina al km 46,5	Aprilia	4011	ITA	Lazio	€€	Mediterranean Cuisine, Italian	Air conditioning, Car park, Garden or park, Interesting wine list, Terrace	Amex, Mastercard, Visa	+39 06 928 2549	http://www.ilfocarile.it	41.5816052	12.6488487	sumptuou entranc give eleg tone larg bright dine room well space tabl touch tuscani cuisin rich tradit also imagin offer new eleg room
1691	Januarius	via Duomo 146/148	Naples	80138	ITA	Campania	€€	Campanian	Air conditioning, Terrace	Mastercard, Visa	+39 081 014 5980		40.8523593	14.2588742	name san gennaro st januariu whose relic said lie cathedr nearbi restaur celebr tradit authent special campania octopu alla luciana zito pasta tradit ragu salt cod napolitan-styl endiv entranc open boutiqu sell top-qual ingredi mainli charcuteri chees two origin dine room either side
1692	John Restaurant-Casamadre	via Santa Maria la Nova 35	Afragola	80021	ITA	Campania	€€€	Creative	Air conditioning, Car park, Interesting wine list, Wheelchair access	Mastercard, Visa	+39 340 364 2194	http://johnrestaurant.it	40.9336554	14.3506078	follow sign casamadr specialist food shop next door get gourmet restaur chef surpris guest modern cuisin full charact dish serv inspir classic recip reinterpret creativ respect local tradit result highli distinct flavour cours reflect region ’ histori common thread run menu creat authent culinari experi accompani meal wine present practic tablet make easi explor differ label avail among differ option excel costa d'amalfi “ selva dell monach ” 2022 particularli strike thank fresh earthi aroma
1693	Kanton Restaurant	via Antonio Gramsci 17	Capriate San Gervasio	24042	ITA	Lombardy	€€	Chinese, Modern Cuisine	Air conditioning, Restaurant offering vegetarian menus, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 02 9096 2671	https://www.kantonrestaurant.it/	45.6111527	9.5270194	capriat home one best chines restaur region beyond although cantones special take centr stage menu also featur dish elsewher china includ remark select cook stuf dumpl want all-round chines experi ’ also good choic tea dessert tend european style
1694	La Fermata	strada Bolla 2	Spinetta Marengo	15122	ITA	Piedmont	€€€	Piedmontese, Contemporary	Air conditioning, Car park, Garden or park, Interesting wine list, Terrace, Wheelchair access	Amex, Mastercard, Visa	+39 0131 617508	https://www.ristorantelafermata.it/	44.8790669	8.6599622	situat countrysid around alessandria 18c farmhous modern minimalist decor serv backdrop tradit piedmontes cuisin clever modern twist chef offer right amount creativ focu meat dish satisfi memor flavour appeal emot well palat ad appeal eleg exclus ambienc result care refurbish transform dine room triumph art design
